Dates,Total Consumption,was_missing,DayOfWeek,DayOfMonth,Month,Quarter,DayOfYear,WeekOfYear,Year,DayOfWeek_sin,DayOfWeek_cos,DayOfYear_sin,DayOfYear_cos,Month_sin,Month_cos,lag_1,lag_7,lag_30,lag_365,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30
2020-02-13,3671.2,0,3,13,2,1,44,7,2020,0.43388373911755823,-0.900968867902419,0.6866759803451553,0.726963615332308,0.8660254037844386,0.5000000000000001,3663.1,3628.399999999999,3376.4000000000005,3413.3,3599.414285714286,83.08921768340403,3510.4666666666667,116.69395378755945
2020-02-14,3665.8,0,4,14,2,1,45,7,2020,-0.433883739117558,-0.9009688679024191,0.6990793005655562,0.7150441465537444,0.8660254037844386,0.5000000000000001,3671.2,3635.599999999999,3297.1,3379.5,3603.7285714285717,86.01383056009719,3522.756666666667,112.79806088859965
2020-02-15,3651.7999999999993,0,5,15,2,1,46,7,2020,-0.9749279121818236,-0.2225209339563146,0.7112757519738152,0.7029130847082615,0.8660254037844386,0.5000000000000001,3665.8,3596.4,3261.7000000000003,3348.3,3611.6428571428573,87.75816879629105,3535.7599999999998,103.79151383820323
2020-02-16,3567.9000000000005,0,6,16,2,1,47,7,2020,-0.7818314824680299,0.6234898018587334,0.7232617254437388,0.6905740195722294,0.8660254037844386,0.5000000000000001,3651.7999999999993,3435.3,3345.1,3313.7,3630.585714285714,49.18297227605356,3543.186666666667,97.45640133371376
2020-02-17,3695.7999999999993,0,0,17,2,1,48,8,2020,0.0,1.0,0.7350336741329412,0.6780306024735382,0.8660254037844386,0.5000000000000001,3567.9000000000005,3552.7000000000007,3374.1,3268.0000000000005,3651.028571428571,40.363214039785504,3553.9100000000003,95.89606208878578
2020-02-18,3741.9,0,1,18,2,1,49,8,2020,0.7818314824680298,0.6234898018587336,0.746588114532413,0.6652865452111116,0.8660254037844386,0.5000000000000001,3695.7999999999993,3641.6,3270.399999999999,3360.8,3665.3571428571427,52.4510837874568,3569.6266666666666,85.95056692088362
2020-02-19,3753.099999999999,0,2,19,2,1,50,8,2020,0.9749279121818236,-0.22252093395631434,0.7579216274973472,0.6523456189565257,0.8660254037844386,0.5000000000000001,3741.9,3663.1,3454.9999999999995,3438.4000000000005,3678.2142857142853,61.97212891217692,3579.5633333333335,89.40388205461247
2020-02-20,3718.4,0,3,20,2,1,51,8,2020,0.43388373911755823,-0.900968867902419,0.7690308592589181,0.6392116531380588,0.8660254037844386,0.5000000000000001,3753.099999999999,3671.2,3527.6000000000004,3452.6000000000004,3684.9571428571426,63.62742744927143,3585.923333333333,92.31888394760632
2020-02-21,3595.8,0,4,21,2,1,52,8,2020,-0.433883739117558,-0.9009688679024191,0.7799125224167177,0.6258885343075018,0.8660254037844386,0.5000000000000001,3718.4,3665.8,3533.7,3484.1,3674.9571428571426,72.0794667281342,3587.9933333333333,91.80230608376412
2020-02-22,3605.8,0,5,22,2,1,53,8,2020,-0.9749279121818236,-0.2225209339563146,0.7905633969115482,0.612380204990065,0.8660254037844386,0.5000000000000001,3595.8,3651.7999999999993,3540.1000000000004,3510.9999999999995,3668.3857142857137,76.5036693798019,3590.1833333333334,91.40317312582495
2020-02-23,3506.299999999999,0,6,23,2,1,54,8,2020,-0.7818314824680299,0.6234898018587334,0.8009803309782905,0.5986906625177214,0.8660254037844386,0.5000000000000001,3605.8,3567.9000000000005,3572.9000000000005,3497.9,3659.5857142857135,91.9684625034077,3587.963333333333,92.63787667795809
2020-02-24,3613.0,0,0,24,2,1,55,9,2020,0.0,1.0,0.8111602420785621,0.5848239578463322,0.8660254037844386,0.5000000000000001,3506.299999999999,3695.7999999999993,3563.3,3376.6,3647.7571428571423,91.85907425949839,3589.62,92.62600513670272
2020-02-25,3618.9,0,1,25,2,1,56,9,2020,0.7818314824680298,0.6234898018587336,0.8211001178128892,0.5707841943569036,0.8660254037844386,0.5000000000000001,3613.0,3741.9,3343.5,3440.0,3630.1857142857143,82.09456800081506,3598.8,80.20702093267658
2020-02-26,3628.8,0,2,26,2,1,57,9,2020,0.9749279121818236,-0.22252093395631434,0.8307970168121247,0.5565755266413303,0.8660254037844386,0.5000000000000001,3618.9,3753.099999999999,3503.7000000000003,3448.2999999999997,3612.4285714285716,62.080450875896595,3602.9700000000003,78.32208985094152
2020-02-27,3630.2999999999993,0,3,27,2,1,58,9,2020,0.43388373911755823,-0.900968867902419,0.8402480696078469,0.5422021592729844,0.8660254037844386,0.5000000000000001,3628.8,3718.4,3544.899999999999,3420.4,3599.8428571428567,43.02041597286445,3605.8166666666666,77.68811245029843
2020-02-28,3679.7,0,4,28,2,1,59,9,2020,-0.433883739117558,-0.9009688679024191,0.8494504794814806,0.527668345562516,0.8660254037844386,0.5000000000000001,3630.2999999999993,3595.8,3534.4,3423.6,3611.828571428571,52.37644872416032,3610.6599999999994,77.61143534653885
2020-02-29,3584.0000000000005,0,5,29,2,1,60,9,2020,-0.9749279121818236,-0.2225209339563146,0.8584015232918917,0.512978386299228,0.8660254037844386,0.5000000000000001,3679.7,3605.8,3553.1000000000004,3486.1,3608.714285714286,53.43211982107401,3611.6900000000005,77.02401931684943
2020-03-01,3374.5000000000005,0,6,1,3,1,61,9,2020,-0.7818314824680299,0.6234898018587334,0.8670985522812081,0.4981366284784055,1.0,6.123233995736766e-17,3584.0000000000005,3506.299999999999,3580.4,3464.7999999999997,3589.8857142857146,99.17660054287015,3604.826666666667,88.26198437071147
2020-03-02,3561.3000000000006,0,0,2,3,1,62,10,2020,0.0,1.0,0.8755389928586302,0.4831474640149687,1.0,6.123233995736766e-17,3374.5000000000005,3613.0,3523.4,3287.0000000000005,3582.5,99.09340711336552,3606.0899999999997,87.32253866338824
2020-03-03,3631.7,0,1,3,3,1,63,10,2020,0.7818314824680298,0.6234898018587336,0.8837203473619977,0.4680153284438345,1.0,6.123233995736766e-17,3561.3000000000006,3618.9,3421.4,3414.3,3584.328571428571,99.99107817344301,3613.1,80.1298127824468
2020-03-04,3587.0000000000005,0,2,4,3,1,64,10,2020,0.9749279121818236,-0.22252093395631434,0.8916401947968874,0.45274469960737107,1.0,6.123233995736766e-17,3631.7,3628.8,3544.7000000000003,3490.3000000000006,3578.3571428571427,98.12332133839546,3614.51,79.25206991748007
2020-03-05,3529.000000000001,0,3,5,3,1,65,10,2020,0.43388373911755823,-0.900968867902419,0.8992961915530253,0.4373400963303323,1.0,6.123233995736766e-17,3587.0000000000005,3630.2999999999993,3590.100000000001,3505.6000000000004,3563.885714285715,96.64473478625963,3612.4733333333334,80.67335129516842
2020-03-06,3387.9,0,4,6,3,1,66,10,2020,-0.433883739117558,-0.9009688679024191,0.9066860720977985,0.4218060770826634,1.0,6.123233995736766e-17,3529.000000000001,3679.7,3609.1,3549.4,3522.2000000000003,101.18906396774328,3605.1,90.50210894855536
2020-03-07,3409.4999999999995,0,5,7,3,1,67,10,2020,-0.9749279121818236,-0.2225209339563146,0.9138076496466615,0.40614723863057883,1.0,6.123233995736766e-17,3387.9,3584.0000000000005,3628.399999999999,3570.000000000002,3497.2714285714287,104.85495878094446,3597.8033333333337,97.13970559095347
2020-03-08,3345.6000000000004,0,6,8,3,1,68,10,2020,-0.7818314824680299,0.6234898018587334,0.9206588168102428,0.3903682146763026,1.0,6.123233995736766e-17,3409.4999999999995,3374.5000000000005,3635.599999999999,3533.399999999999,3493.142857142858,110.88992826437097,3588.1366666666668,107.16119821230595
2020-03-09,3379.4999999999995,0,0,9,3,1,69,11,2020,0.0,1.0,0.9272375462179537,0.374473674486883,1.0,6.123233995736766e-17,3345.6000000000004,3561.3000000000006,3596.4,3444.6,3467.1714285714293,113.52470677178596,3580.906666666667,113.70180883931276
2020-03-10,3081.1,0,1,10,3,1,70,11,2020,0.7818314824680298,0.6234898018587336,0.9335418911179212,0.35846832151248087,1.0,6.123233995736766e-17,3379.4999999999995,3631.7,3435.3,3568.399999999999,3388.514285714286,161.24516973201116,3569.1,143.75966774086473
2020-03-11,3213.1000000000004,0,2,11,3,1,71,11,2020,0.9749279121818236,-0.22252093395631434,0.9395699859530622,0.342356891994542,1.0,6.123233995736766e-17,3081.1,3587.0000000000005,3552.7000000000007,3628.0,3335.1,145.71777516830213,3557.7799999999997,157.7821706635723
2020-03-12,3387.6000000000004,0,3,12,3,1,72,11,2020,0.43388373911755823,-0.900968867902419,0.945320046913132,0.3261441535642696,1.0,6.123233995736766e-17,3213.1000000000004,3529.000000000001,3641.6,3618.1,3314.9,122.2734503752401,3549.313333333333,159.92952054023112
2020-03-13,3434.5000000000005,0,4,13,3,1,73,11,2020,-0.433883739117558,-0.9009688679024191,0.9507903724625832,0.3098349038318025,1.0,6.123233995736766e-17,3387.6000000000004,3387.9,3663.1,3578.3,3321.557142857143,128.0427774501263,3541.693333333333,159.76694866290651
2020-03-14,3413.0,0,5,14,3,1,74,11,2020,-0.9749279121818236,-0.2225209339563146,0.9559793438440766,0.2934339689665273,1.0,6.123233995736766e-17,3434.5000000000005,3409.4999999999995,3671.2,3576.6000000000004,3322.057142857143,128.44961213309514,3533.086666666667,159.50425512285622
2020-03-15,3312.3000000000006,0,6,15,3,1,75,11,2020,-0.7818314824680299,0.6234898018587334,0.9608854255574977,0.27694620226893646,1.0,6.123233995736766e-17,3413.0,3345.6000000000004,3665.8,3593.1,3317.2999999999997,128.04838929092267,3521.303333333333,162.3932147455696
2020-03-16,3494.7,0,0,16,3,1,76,12,2020,0.0,1.0,0.9655071658143364,0.2603764827344581,1.0,6.123233995736766e-17,3312.3000000000006,3379.4999999999995,3651.7999999999993,3464.9,3333.7571428571428,143.80797216129108,3516.066666666667,160.56267512618416
2020-03-17,3586.6000000000004,0,1,17,3,1,77,12,2020,0.7818314824680298,0.6234898018587336,0.969843196967294,0.24372971360968387,1.0,6.123233995736766e-17,3494.7,3081.1,3567.9000000000005,3565.1,3405.971428571429,120.8814531443352,3516.69,160.8069529076609
2020-03-18,3601.1,0,2,18,3,1,78,12,2020,0.9749279121818236,-0.22252093395631434,0.9738922359149924,0.22701082094141847,1.0,6.123233995736766e-17,3586.6000000000004,3213.1000000000004,3695.7999999999993,3660.000000000001,3461.4000000000005,105.70670114362436,3513.5333333333333,158.07605400747175
2020-03-19,3589.8,0,3,19,3,1,79,12,2020,0.43388373911755823,-0.900968867902419,0.9776530844816641,0.2102247521189836,1.0,6.123233995736766e-17,3601.1,3387.6000000000004,3741.9,3609.8,3490.285714285714,109.72911234143474,3508.4633333333336,152.8518834177919
2020-03-20,3565.3,0,4,20,3,1,80,12,2020,-0.433883739117558,-0.9009688679024191,0.981124629771712,0.19337647441020586,1.0,6.123233995736766e-17,3589.8,3434.5000000000005,3753.099999999999,3264.4,3508.971428571429,109.78302410187864,3502.203333333333,146.1877547665215
2020-03-21,3491.2,0,5,21,3,1,81,12,2020,-0.9749279121818236,-0.2225209339563146,0.984305844499033,0.17647097349152166,1.0,6.123233995736766e-17,3565.3,3413.0,3718.4,3409.1,3520.1428571428573,102.09927941540155,3494.63,140.3707336379897
2020-03-22,3300.5,1,6,22,3,1,82,12,2020,-0.7818314824680299,0.6234898018587334,0.9871957872910085,0.15951325197263655,1.0,6.123233995736766e-17,3491.2,3312.3000000000006,3595.8,3546.799999999999,3518.457142857143,106.1210135826592,3484.786666666667,143.35375759320183
2020-03-23,3109.8,0,0,23,3,1,83,13,2020,0.0,1.0,0.9897936029670716,0.14250832791617088,1.0,6.123233995736766e-17,3300.5,3494.7,3605.8,3511.9000000000005,3463.471428571429,188.3446637973938,3468.253333333333,156.8800260540239
2020-03-24,2970.9,0,1,24,3,1,84,13,2020,0.7818314824680298,0.6234898018587336,0.992098522791769,0.12546123335273648,1.0,6.123233995736766e-17,3109.8,3586.6000000000004,3506.299999999999,3643.7,3375.5142857142855,253.6904375321195,3450.406666666667,181.00167828014332
2020-03-25,2773.3,0,2,25,3,1,85,13,2020,0.9749279121818236,-0.22252093395631434,0.9941098647022418,0.10837701279187609,1.0,6.123233995736766e-17,2970.9,3601.1,3613.0,3672.8,3257.2571428571428,316.23643505633873,3422.416666666667,216.4462393764987
2020-03-26,2649.3,0,3,26,3,1,86,13,2020,0.43388373911755823,-0.900968867902419,0.9958270335100595,0.09126072172931188,1.0,6.123233995736766e-17,2773.3,3589.8,3618.9,3713.7,3122.9000000000005,349.45126985031527,3390.0966666666664,255.0447201940267
2020-03-27,2589.0000000000005,0,4,27,3,1,87,13,2020,-0.433883739117558,-0.9009688679024191,0.9972495210773451,0.07411742515094437,1.0,6.123233995736766e-17,2649.3,3565.3,3628.8,3733.900000000001,2983.4285714285716,338.09826832980923,3355.4366666666665,289.7753939761309
2020-03-28,2625.0,0,5,28,3,1,88,13,2020,-0.9749279121818236,-0.2225209339563146,0.998376906467142,0.056952196034039754,1.0,6.123233995736766e-17,2589.0000000000005,3491.2,3630.2999999999993,3788.0,2859.6857142857148,273.6530006447955,3321.9266666666667,314.0076793848244
2020-03-29,2635.8,0,6,29,3,1,89,13,2020,-0.7818314824680299,0.6234898018587334,0.9992088560679753,0.03977011384605572,1.0,6.123233995736766e-17,2625.0,3300.5,3679.7,3796.2,2764.7285714285717,200.83382612070284,3287.13,330.40558477161824
2020-03-30,2661.1,0,0,30,3,1,90,14,2020,0.0,1.0,0.9997451236925734,0.022576263041545485,1.0,6.123233995736766e-17,2635.8,3109.8,3584.0000000000005,3590.8000000000006,2700.628571428572,132.22977115970113,3256.366666666667,344.47651171950173
2020-03-31,2701.7000000000007,0,1,31,3,1,91,14,2020,0.7818314824680298,0.6234898018587336,0.9999855506507186,0.005375731557583884,1.0,6.123233995736766e-17,2661.1,2970.9,3374.5000000000005,3648.900000000001,2662.171428571429,59.87502858131554,3233.94,358.1498873280609
2020-04-01,2727.6,0,2,1,4,2,92,14,2020,0.9749279121818236,-0.22252093395631434,0.9999300657962057,-0.011826390691832589,0.8660254037844387,-0.4999999999999998,2701.7000000000007,2773.3,3561.3000000000006,3761.3000000000006,2655.6428571428573,46.802950659872366,3206.1500000000005,364.16726050084327
2020-04-02,2784.2,0,3,2,4,2,93,14,2020,0.43388373911755823,-0.900968867902419,0.9995786855478958,-0.029025013321975237,0.8660254037844387,-0.4999999999999998,2727.6,2649.3,3631.7,3824.6,2674.914285714286,67.1194067457328,3177.9,362.8870414159008
2020-04-03,2791.2000000000003,0,4,3,4,2,94,14,2020,-0.433883739117558,-0.9009688679024191,0.9989315138848577,-0.046215046983708354,0.8660254037844387,-0.4999999999999998,2784.2,2589.0000000000005,3587.0000000000005,3847.5,2703.8,67.49135747136728,3151.3733333333334,361.0323941271683
2020-04-04,2787.600000000001,0,5,4,4,2,95,14,2020,-0.9749279121818236,-0.2225209339563146,0.9979887423155984,-0.06339140486951038,0.8660254037844387,-0.4999999999999998,2791.2000000000003,2625.0,3529.000000000001,3812.2,2727.028571428572,63.72667453754165,3126.6600000000003,359.6643057457688
2020-04-05,2748.9000000000005,0,6,5,4,2,96,14,2020,-0.7818314824680299,0.6234898018587334,0.9967506498213929,-0.08054900421874167,0.8660254037844387,-0.4999999999999998,2787.600000000001,2635.8,3387.9,3724.499999999999,2743.1857142857143,49.48883471955656,3105.36,362.56935374609617
2020-04-06,2753.4,0,0,6,4,2,97,15,2020,0.0,1.0,0.9952176027737294,-0.09768276782171598,0.8660254037844387,-0.4999999999999998,2748.9000000000005,2661.1,3409.4999999999995,3483.7,2756.371428571429,33.773989710238325,3083.4900000000002,363.3780849957414
2020-04-07,2723.0,0,1,7,4,2,98,15,2020,0.7818314824680298,0.6234898018587336,0.9933900548258936,-0.11478762552212701,0.8660254037844387,-0.4999999999999998,2753.4,2701.7000000000007,3345.6000000000004,3656.8,2759.414285714286,28.588950579428968,3062.7366666666667,365.66404921055255
2020-04-08,2712.1,0,2,8,4,2,99,15,2020,0.9749279121818236,-0.22252093395631434,0.9912685467787256,-0.13185851571739118,0.8660254037844387,-0.4999999999999998,2723.0,2727.6,3379.4999999999995,3727.6,2757.2000000000003,31.875120914723688,3040.49,366.02974002969614
2020-04-09,2691.6,0,3,9,4,2,100,15,2020,0.43388373911755823,-0.900968867902419,0.9888537064205885,-0.1488903868564548,0.8660254037844387,-0.4999999999999998,2712.1,2784.2,3081.1,3770.4,2743.971428571429,37.51784972001841,3027.506666666667,371.4080105474984
2020-04-10,2713.9000000000005,0,4,10,4,2,101,15,2020,-0.433883739117558,-0.9009688679024191,0.986146248341595,-0.16587819893463143,0.8660254037844387,-0.4999999999999998,2691.6,2791.2000000000003,3213.1000000000004,3796.7,2732.9285714285716,32.31530670771679,3010.866666666667,373.98003665448795
2020-04-11,2797.2,0,5,11,4,2,102,15,2020,-0.9749279121818236,-0.2225209339563146,0.9831469737221499,-0.1828169249850199,0.8660254037844387,-0.4999999999999998,2713.9000000000005,2787.600000000001,3387.6000000000004,3832.7,2734.3,35.10546016402697,2991.186666666667,368.9723536352374
2020-04-12,2815.7000000000003,0,6,12,4,2,103,15,2020,-0.7818314824680299,0.6234898018587334,0.9798567700958665,-0.1997015525660636,0.8660254037844387,-0.4999999999999998,2797.2,2748.9000000000005,3434.5000000000005,3804.4,2743.842857142857,46.8502884068428,2970.5600000000004,360.53515836017084
2020-04-13,2909.4000000000005,0,0,13,4,2,104,16,2020,0.0,1.0,0.9762766110869321,-0.21652708524481437,0.8660254037844387,-0.4999999999999998,2815.7000000000003,2753.4,3413.0,3688.599999999999,2766.128571428572,78.5397503239436,2953.7733333333335,350.81756918742707
2020-04-14,2972.4,0,1,14,4,2,105,16,2020,0.7818314824680298,0.6234898018587336,0.9724075561219968,-0.23328854407545518,0.8660254037844387,-0.4999999999999998,2909.4000000000005,2723.0,3312.3000000000006,3786.999999999999,2801.757142857143,107.09265236453658,2942.4433333333336,344.26686489461673
2020-04-15,2935.3,0,2,15,4,2,106,16,2020,0.9749279121818236,-0.22252093395631434,0.9682507501166718,-0.2499809690726521,0.8660254037844387,-0.4999999999999998,2972.4,2712.1,3494.7,3576.1,2833.6428571428573,109.15693377184856,2923.7966666666666,328.0928805450804
2020-04-16,2965.1,0,3,16,4,2,107,16,2020,0.43388373911755823,-0.900968867902419,0.9638074231367307,-0.26659942067929354,0.8660254037844387,-0.4999999999999998,2935.3,2691.6,3586.6000000000004,3392.9,2872.714285714286,98.24305621892039,2903.0800000000004,303.4983103969342
2020-04-17,2982.0,0,4,17,4,2,108,16,2020,-0.433883739117558,-0.9009688679024191,0.9590788900341131,-0.28313898122818354,0.8660254037844387,-0.4999999999999998,2965.1,2713.9000000000005,3601.1,3450.4999999999995,2911.0142857142855,75.67842996456113,2882.4433333333336,274.01521438169175
2020-04-18,2905.5,0,5,18,4,2,109,16,2020,-0.9749279121818236,-0.2225209339563146,0.9540665500578387,-0.2995947563972602,0.8660254037844387,-0.4999999999999998,2982.0,2797.2,3589.8,3507.0,2926.4857142857145,57.394117833634425,2859.633333333333,239.3968762699652
2020-04-19,2858.6,0,6,19,4,2,110,16,2020,-0.7818314824680299,0.6234898018587334,0.9487718864399473,-0.31596187665790293,0.8660254037844387,-0.4999999999999998,2905.5,2815.7000000000003,3565.3,3582.2,2932.6142857142863,44.41581657361691,2836.076666666667,198.91110418429923
2020-04-20,2860.8,0,0,20,4,2,111,17,2020,0.0,1.0,0.9431964659565866,-0.33223549871590435,0.8660254037844387,-0.4999999999999998,2858.6,2909.4000000000005,3491.2,3484.2000000000003,2925.671428571429,51.829133193749286,2815.063333333333,155.9819894186175
2020-04-21,2785.6,0,1,21,4,2,112,17,2020,0.7818314824680298,0.6234898018587336,0.9373419384643772,-0.3484108069446808,0.8660254037844387,-0.4999999999999998,2860.8,2972.4,3300.5,3670.8000000000006,2898.9857142857145,69.0037542111602,2797.9,126.2131448425075
2020-04-22,2896.5,0,2,22,4,2,113,17,2020,0.9749279121818236,-0.22252093395631434,0.9312100364121947,-0.3644830148102912,0.8660254037844387,-0.4999999999999998,2785.6,2935.3,3109.8,3711.8,2893.442857142857,67.13356977304463,2790.7900000000004,113.39384630266177
2020-04-23,2916.600000000001,0,3,23,4,2,114,17,2020,0.43388373911755823,-0.900968867902419,0.9248025743285089,-0.38044736628785164,0.8660254037844387,-0.4999999999999998,2896.5,2965.1,2970.9,3815.599999999999,2886.514285714286,60.70003922487014,2788.9800000000005,110.82403386792944
2020-04-24,2914.7000000000003,0,4,24,4,2,115,17,2020,-0.433883739117558,-0.9009688679024191,0.9181214482844365,-0.39629913726891813,0.8660254037844387,-0.4999999999999998,2916.600000000001,2982.0,2773.3,3935.8000000000006,2876.9,46.79180839986057,2793.6933333333336,113.11730540288927
2020-04-25,2893.1000000000004,0,5,25,4,2,116,17,2020,-0.9749279121818236,-0.2225209339563146,0.9111686353326631,-0.41203363695942635,0.8660254037844387,-0.4999999999999998,2914.7000000000003,2905.5,2649.3,3962.2,2875.128571428572,45.75178372786824,2801.82,111.12608371916964
2020-04-26,2739.8,0,6,26,4,2,117,17,2020,-0.7818314824680299,0.6234898018587334,0.9039461929224011,-0.42764620926777464,0.8660254037844387,-0.4999999999999998,2893.1000000000004,2858.6,2589.0000000000005,3932.0,2858.1571428571433,69.02146664001427,2806.846666666667,104.37288831920486
2020-04-27,2736.4999999999995,0,0,27,4,2,118,18,2020,0.0,1.0,0.8964562582905575,-0.44313223418263453,0.8660254037844387,-0.4999999999999998,2739.8,2860.8,2625.0,3799.599999999999,2840.4000000000005,82.8352179530477,2810.5633333333335,99.54782764333426
2020-04-28,2831.3,0,1,28,4,2,119,18,2020,0.7818314824680298,0.6234898018587336,0.8887010478292915,-0.45848712914008766,0.8660254037844387,-0.4999999999999998,2736.4999999999995,2785.6,2635.8,3949.1,2846.928571428572,79.53139242430015,2817.0800000000004,93.95470442058674
2020-04-29,2857.9999999999995,0,2,29,4,2,120,18,2020,0.9749279121818236,-0.22252093395631434,0.8806828564301475,-0.47370635037968,0.8660254037844387,-0.4999999999999998,2831.3,2896.5,2661.1,3944.0,2841.4285714285716,76.81683223279454,2823.6433333333334,89.4522553572961
2020-04-30,2951.7000000000003,0,3,30,4,2,121,18,2020,0.43388373911755823,-0.900968867902419,0.8724040568049612,-0.48878539428899265,0.8660254037844387,-0.4999999999999998,2857.9999999999995,2916.600000000001,2701.7000000000007,3737.2999999999993,2846.4428571428575,83.40463330737981,2831.976666666667,89.34521843653631
2020-05-01,2924.4999999999995,0,4,1,5,2,122,18,2020,-0.433883739117558,-0.9009688679024191,0.8638670987837349,-0.503719798736334,0.49999999999999994,-0.8660254037844387,2951.7000000000003,2914.7000000000003,2727.6,3793.8,2847.842857142857,84.81171022018023,2838.54,88.64268295454735
2020-05-02,2993.1,0,5,2,5,2,123,18,2020,-0.9749279121818236,-0.2225209339563146,0.8550745085896932,-0.518505144391157,0.49999999999999994,-0.8660254037844387,2924.4999999999995,2893.1000000000004,2784.2,3694.2,2862.128571428572,100.64874091420536,2845.5033333333336,92.35418136767282
2020-05-03,2957.6,0,6,3,5,2,124,18,2020,-0.7818314824680299,0.6234898018587334,0.8460288880917339,-0.533137056031809,0.49999999999999994,-0.8660254037844387,2993.1,2739.8,2791.2000000000003,3708.9,2893.242857142857,89.58686393926482,2851.05,93.96319804161584
2020-05-04,2996.8,0,0,4,5,2,125,19,2020,0.0,1.0,0.8367329140344921,-0.5476112038402312,0.49999999999999994,-0.8660254037844387,2957.6,2736.4999999999995,2787.600000000001,3645.0,2930.4285714285716,64.0717752286367,2858.023333333333,96.81153637203386
2020-05-05,3046.6000000000004,0,1,5,5,2,126,19,2020,0.7818314824680298,0.6234898018587336,0.8271893372462497,-0.5619233046832195,0.49999999999999994,-0.8660254037844387,2996.8,2831.3,2748.9000000000005,3857.099999999999,2961.1857142857143,60.108885326838525,2867.946666666667,100.43024936993186
2020-05-06,3046.1000000000004,0,2,6,5,2,127,19,2020,0.9749279121818236,-0.22252093395631434,0.8174009818249189,-0.5760691233798758,0.49999999999999994,-0.8660254037844387,3046.6000000000004,2857.9999999999995,2753.4,3932.0,2988.057142857143,46.881227840221385,2877.703333333333,103.10067220535622
2020-05-07,3066.9999999999995,0,3,7,5,2,128,19,2020,0.43388373911755823,-0.900968867902419,0.8073707443023492,-0.5900444739548627,0.49999999999999994,-0.8660254037844387,3046.1000000000004,2951.7000000000003,2723.0,3970.500000000001,3004.528571428571,51.95843576953079,2889.1699999999996,104.42259680806056
2020-05-08,3189.7000000000003,0,4,8,5,2,129,19,2020,-0.433883739117558,-0.9009688679024191,0.7971015927871943,-0.6038452208771035,0.49999999999999994,-0.8660254037844387,3066.9999999999995,2924.4999999999995,2712.1,4009.4,3042.4142857142856,75.3156342461684,2905.0900000000006,112.58397432966579
2020-05-09,3282.7,0,5,9,5,2,130,19,2020,-0.9749279121818236,-0.2225209339563146,0.7865965660866021,-0.6174672802835514,0.49999999999999994,-0.8660254037844387,3189.7000000000003,2993.1,2691.6,4024.6,3083.785714285714,113.54795504647552,2924.7933333333335,124.97504284189706
2020-05-10,3066.9,0,6,10,5,2,131,19,2020,-0.7818314824680299,0.6234898018587334,0.7758587728069828,-0.6309066211876704,0.49999999999999994,-0.8660254037844387,3282.7,2957.6,2713.9000000000005,3977.2999999999993,3099.4000000000005,100.01206593872485,2936.56,120.98856486291105
2020-05-11,3061.1,0,0,11,5,2,132,20,2020,0.0,1.0,0.7648913904341226,-0.6441592666722685,0.49999999999999994,-0.8660254037844387,3066.9,2996.8,2797.2,3820.400000000001,3108.585714285714,91.61874678199538,2945.356666666667,120.09713219273857
2020-05-12,3243.5,0,1,12,5,2,133,20,2020,0.7818314824680298,0.6234898018587336,0.753697664392914,-0.6572212950663319,0.49999999999999994,-0.8660254037844387,3061.1,3046.6000000000004,2815.7000000000003,3879.8,3136.714285714286,99.31858551434563,2959.616666666667,129.22240673466567
2020-05-13,3309.1,0,2,13,5,2,134,20,2020,0.9749279121818236,-0.22252093395631434,0.742280907086982,-0.6700888411055113,0.49999999999999994,-0.8660254037844387,3243.5,3046.1000000000004,2909.4000000000005,3866.9,3174.285714285714,108.63523720185898,2972.94,143.66460366015022
2020-05-14,3316.0,0,3,14,5,2,135,20,2020,0.43388373911755823,-0.900968867902419,0.7306444969184916,-0.6827580970759147,0.49999999999999994,-0.8660254037844387,3309.1,3066.9999999999995,2972.4,3873.2,3209.8571428571427,108.41672468063223,2984.3933333333334,156.7229643039918
2020-05-15,3368.9,0,4,15,5,2,136,20,2020,-0.433883739117558,-0.9009688679024191,0.7187918772884232,-0.6952253139408722,0.49999999999999994,-0.8660254037844387,3316.0,3189.7000000000003,2935.3,3887.8,3235.457142857143,123.03516918809424,2998.846666666667,171.35049728419398
2020-05-16,3405.6,0,5,16,5,2,137,20,2020,-0.9749279121818236,-0.2225209339563146,0.7067265555776158,-0.7074868024503348,0.49999999999999994,-0.8660254037844387,3368.9,3282.7,2965.1,3869.600000000001,3253.0142857142855,138.6751891840729,3013.5299999999997,186.55776797845675
2020-05-17,3344.7,0,6,17,5,2,138,20,2020,-0.7818314824680299,0.6234898018587334,0.6944521021088763,-0.719538934232584,0.49999999999999994,-0.8660254037844387,3405.6,3066.9,2982.0,3803.6,3292.7,114.11098398781522,3025.6200000000003,195.95958485502035
2020-05-18,3391.9,0,0,18,5,2,139,21,2020,0.0,1.0,0.6819721490904629,-0.7313781428679254,0.49999999999999994,-0.8660254037844387,3344.7,3061.1,2905.5,3768.400000000001,3339.957142857143,55.82310922736909,3041.8333333333335,205.56487915067103
2020-05-19,3401.2999999999997,0,1,19,5,2,140,21,2020,0.7818314824680298,0.6234898018587336,0.6692903895412567,-0.7430009249440493,0.49999999999999994,-0.8660254037844387,3391.9,3243.5,2858.6,3970.7,3362.5,39.997958281244166,3059.9233333333336,212.64143801460602
